symbol_a,symbol_b,pvalue,half_life
IEF,XLK,0.004642002512329893,22.0595084063468
AGG,IYR,0.023988787037442054,22.209049643016886
IEF,VNQ,0.01454738942342258,22.21680334103931
DIA,UNG,0.009261768529626725,22.224880122360954
VDC,VNQ,0.008303304272934091,22.280522806462756
IEF,IYR,0.01421147123796825,22.30069310308755
BND,IEFA,0.013043995609494688,22.32749957114546
VCR,XLU,0.0029425932981370783,22.39625980457785
AGG,XLK,0.011410392645454822,22.439300061768563
BND,QUAL,0.00814183342481001,22.448470058293314
BND,XLK,0.011601552987670396,22.45859527231983
IYR,USMV,0.01114883850160995,22.508063422639214
LQD,MDY,0.009876726829186567,22.598730443127817
MDY,TIP,0.011186090062225394,22.609880041395147
DBA,XLP,0.004948685428357987,22.61931109435346
DBA,VFH,0.013906391637607379,22.619745332522456
BND,TIP,0.014579399416402088,22.630971834277542
UNG,USMV,0.01143509896341858,22.656099487989366
IWM,XLK,0.01063465472941284,22.666105190520366
VCR,VPU,0.003048294606387967,22.687962560276624
LUV,SLV,0.010892515366802706,22.719417283064022
LQD,XLK,0.021726730970294587,22.80644228617713
AGG,QUAL,0.008297471613421724,22.84406726084267
QQQ,SHY,0.008838701374364537,22.85300320729635
UNG,XLP,0.014025913332370884,22.887686584317624
TLT,VNQ,0.005894929508354774,22.894336473831306
AGG,TIP,0.015935107173792207,22.912283557423738
SPY,UNG,0.022764032078917806,22.916091253517642
GDXJ,VEA,0.028798916519523935,22.94152170039881
GLD,VEA,0.016628395950818813,23.006666772999125
QQQ,VGT,0.011445550565867872,23.042181923990913
IEF,VUG,0.003291114149228183,23.079524922439063
AGG,EWJ,0.01743448866521953,23.09267561182621
IEF,IWM,0.006969357806678173,23.118988081693413
QUAL,TIP,0.003028157656274361,23.15948534082735
XLE,XOM,0.003901860607544954,23.184312714921266
MDY,VOO,0.011372524331931033,23.188572050455527
IVV,UNG,0.012382263460649193,23.201458803355195
GDX,VEA,0.029791658667805906,23.218537001866256
BND,MDY,0.02076213640570571,23.224126920954923
EFA,GDX,0.019060235343507672,23.276441390172558
IEF,IWF,0.0033532039290732683,23.30371240740749
UNG,VDC,0.010086890106456359,23.338631726552894
TLT,UNG,0.008230593089220634,23.35194858837836
EFA,GDXJ,0.01995414730887177,23.352471719186212
IWD,UNG,0.015187068040786931,23.357207468669156
XLB,XOM,0.011005994336268822,23.400432019150145
TLT,VAW,0.007922440926781118,23.418494456509883
AGG,MDY,0.020230732046176904,23.433946263271455
TLT,XLB,0.007954287142745065,23.456380790197784
VCR,XLF,0.0319028193377641,23.464958533504355
VWO,XLI,0.023962131096378,23.475529857458156
IWD,LQD,0.022539096613398174,23.48033666589203
IWF,UNG,0.011459098292495019,23.492551315587743
NVDA,VNQ,0.008422477110205485,23.508579157176655
GDX,IEFA,0.023344253146772274,23.51086375362238
QQQ,UNG,0.014527906340330334,23.54236849603393
GDXJ,IEFA,0.024746210304272397,23.55390145440617
VDC,XLI,0.007816365805204714,23.557721717662208
UNG,VHT,0.01360759360944647,23.562621622464455
VAW,XOM,0.012383569204268832,23.57693795974924
DIA,VUG,0.01254049891918623,23.585263412944833
IEFA,VWO,0.024904999003158214,23.593563169520106
UNG,VCR,0.01405794328511957,23.599558587980518
VIS,VWO,0.012432628745659246,23.619815413578277
BND,EWJ,0.019486142172825453,23.623645315048964
MDY,SPY,0.01281238381238854,23.726073302848096
IEF,JNK,0.0018574578304560098,23.762209297854913
TIP,VEA,0.03324141905666868,23.855717373404683
DIA,IWF,0.013101525647092289,23.8830135805235
TLT,XLP,0.010168707381905588,23.89396681035616
VDE,XOM,0.003980979039717889,23.97699954784089
LQD,NVDA,0.008373319087124593,24.08333755857391
TLT,VTV,0.009812463735458382,24.116474422553118
QQQ,VTV,0.014011614746689107,24.12819906583164
BND,LQD,0.01146249915644424,24.130532375999277
IWD,QQQ,0.01221185801166221,24.15894444715306
IWM,VGT,0.014441232292762157,24.163928612216367
LQD,MTUM,0.020606794308204515,24.236104281325893
JNK,LQD,0.0088941306187851,24.237479855659732
BND,MTUM,0.014067120387799089,24.253778984904706
GLD,TIP,0.014141746490956364,24.26614092823381
TLT,VGT,0.010442249977139205,24.282133143481353
MDY,QQQ,0.016116030025506885,24.283108720047807
TLT,VDC,0.010781133110899396,24.304007471939503
TLT,VIS,0.01032338339393777,24.31537392142101
TLT,XLK,0.010586231814242203,24.323601513581632
TLT,XLI,0.010430691322125174,24.33546116837954
MTUM,UNG,0.018436060900621727,24.34243313664117
QUAL,VDC,0.0029431644514339135,24.34245468613307
TLT,VTI,0.010403664770732806,24.350501569125115
TLT,VOO,0.010498200668437962,24.369773058331393
TLT,VPU,0.010838653328144604,24.381442862799613
IYR,QUAL,0.014587947233921842,24.399712342468675
TLT,XLU,0.010893080697382262,24.408187819213314
TLT,USMV,0.010310423829646436,24.408806379870743
TLT,VWO,0.011176604963168827,24.427088906022025
VPU,VWO,0.02214295547080887,24.477312364734214
AAPL,IEF,0.016851145218651782,24.48107391493138
MDY,VTI,0.015184113024691609,24.49811082381339
QUAL,XLP,0.002094005657917292,24.50617040318147
TLT,VUG,0.010991040162730713,24.538822500919828
IWM,TIP,0.012645710328291562,24.56550277969154
IVV,SHY,0.010657552719084144,24.582475519745945
TLT,VEA,0.011766773785906851,24.599297607218986
AGG,MTUM,0.01507538535325246,24.63274913121034
TLT,VCR,0.010960258676408402,24.664722218517937
AGG,IWM,0.017077302868063006,24.66935886677969
TLT,VFH,0.011308342090132395,24.674274097269915
USMV,VFH,0.01553992958669836,24.683324514824303
TLT,XLF,0.011400470055851666,24.686929037220022
TLT,XOM,0.01247701106363845,24.7034178582379
EFA,VWO,0.02987648095090141,24.722483499138896
TIP,XLY,0.019378420394826155,24.725371407814688
SHY,XLI,0.012557135299945956,24.72920511849937
TLT,XLY,0.01129869468239766,24.73987795640826
NVDA,XLU,0.0020408919377746487,24.75641285039839
IYR,SHY,0.014354454089363587,24.759084655623838
XLU,XLY,0.008678690186055465,24.768911332578302
MDY,VGT,0.019122832186507694,24.769693929007754
VIS,VTV,0.015337708001616176,24.785245563246605
BND,IWM,0.01757876204786441,24.787612435695735
LQD,XLU,0.02540383303613803,24.792762873016944
IWD,VIS,0.026443918859913873,24.79537331937994
USMV,XLF,0.018411253724634088,24.797686500227616
NVDA,VFH,0.020138590440880032,24.808676833048608
IWF,SHY,0.007920971305153313,24.818260504025062
IEF,QUAL,0.0036328810651727926,24.82791206958268
LQD,VPU,0.02635321122981764,24.856425755421967
DIA,VGT,0.03678375613761109,24.86605934082201
NVDA,XLF,0.018913342119223815,24.878836009967063
NVDA,VPU,0.0019466877754490452,24.88016773136533
IEF,XLY,0.005491186058765027,24.91468581244114
VWO,XLU,0.02798275711120458,24.921794111122306
VDC,VIS,0.010617410492589309,24.928853630483204
NVDA,TIP,0.0016142434394192501,24.946137364133822
AGG,LQD,0.012879392478982723,24.955159029879724
IWF,JNK,0.017710198143933528,24.955231255211352
IEF,MDY,0.01721951032259083,24.96057986703868
VUG,XLU,0.006532361879350906,24.972937675978496
IEF,TIP,0.009502965465781856,24.993108611117574
TLT,UAL,0.012973057438697394,25.040223827612444
UNG,VWO,0.015595673982742518,25.05194745997736
TIP,VDC,0.030660768219149145,25.07580419648833
IWM,LQD,0.029883730114269192,25.19176987443956
TLT,XLE,0.01364386916632414,25.193962729168014
UNG,VFH,0.020697110429551628,25.216946245783838
VPU,XLY,0.009243722361098888,25.22461307785762
TLT,VDE,0.01379361398494008,25.235046259872536
NVDA,VTV,0.011351466541689137,25.259016317755687
UNG,VEA,0.016016390197440007,25.285561940597685
IWD,VGT,0.01890498592672892,25.290118668484688
XLI,XLU,0.007577037163400835,25.305277135855782
IWF,XLU,0.0060800528249108305,25.32962144338834
SHY,SPY,0.013739689893222162,25.3319187397045
JNK,MTUM,0.04117034929758161,25.407822260737365
AAPL,IWM,0.009549917635243026,25.45322143968815
QQQ,XLU,0.011280353977848458,25.456106087235266
TLT,USO,0.014768547637649409,25.476851286603157
HYG,LQD,0.011758645885133295,25.526118979734193
IWF,VPU,0.005953690168102939,25.52984096709482
TIP,VNQ,0.04637655796394389,25.55364292226472
BND,VDC,0.035181655892720404,25.556946356028945
UNG,XLV,0.021677048847436556,25.568562086573596
BND,XLY,0.02687966472763125,25.58175445057146
LQD,USMV,0.030682303299492578,25.593735675043895
QQQ,VPU,0.011110190921990672,25.656210811461616
BND,VCR,0.026930100889417954,25.68384792667306
MTUM,VDC,0.0149801246419938,25.710730843421317
IEF,MTUM,0.010434223173658821,25.713314559297633
IYR,JNK,0.019998584470570777,25.72033742382299
AGG,VDC,0.021124139346848814,25.815143809200173
AGG,XLY,0.026095077642582804,25.850811628953128
HYG,IEF,0.0013588035628408384,25.865969827266728
DBA,MTUM,0.023061010409678423,25.891226000334004
DIA,NVDA,0.017974804321999723,25.95332233491405
LQD,VDC,0.020461382666281627,25.963527718601117
CVX,SLV,0.02862107218376456,25.972643340423012
XLI,XLP,0.0070563933247819195,25.997812370564482
HYG,VDC,0.010205674723462127,26.0102658299784
DBA,NVDA,0.017991119521715407,26.03086022529956
AGG,VCR,0.026544964014751152,26.032026376454397
UNG,XLF,0.024285529349095298,26.044428753655488
IEF,SHY,0.008000635444198862,26.046019147774484
SHY,VTI,0.01542855144648683,26.049459905435473
SPY,XLU,0.009572359020658438,26.054402278277912
MDY,SHY,0.016113858577391938,26.057081359517547
EWJ,UNG,0.029925881978780322,26.07711212245118
LQD,XLP,0.029237989176180323,26.08050202322782
UAL,XLY,0.008582784713994616,26.083019213685716
IEF,LQD,0.0012140327567747556,26.112907031068012
IEF,VCR,0.00731197818488574,26.11739001425389
LQD,VCR,0.016794948687361158,26.19889129097669
JNK,VUG,0.027086871599797908,26.27642438172321
QQQ,VIS,0.02713237616467013,26.294115786358855
IYR,VUG,0.022578487295611637,26.331196433121928
VTI,XLU,0.009618231036741151,26.35010402016463
VPU,VUG,0.010707133482837767,26.356396148061478
SPY,VPU,0.009475755771261196,26.372334679007555
SHY,VOO,0.016538979763721248,26.377365598795294
LQD,VFH,0.017964390481998688,26.395427419762385
JNK,SPY,0.04406779180276402,26.415465725970662
TIP,VCR,0.027573973181535667,26.423524307669815
QQQ,VTI,0.04688367316496987,26.46370155135147
IVV,MDY,0.023045095163685605,26.472206272727806
IVV,XLU,0.010264988850841605,26.509573039575358
VGT,XLU,0.024446787924971566,26.515199615320615
IWM,SLV,0.014061095680106515,26.52807809569244
JNK,VDC,0.010800104429929515,26.556539751560972
MDY,MTUM,0.019396217035166155,26.566579979111516
VOO,XLU,0.010447964620497293,26.597195482955865
VGT,VTV,0.03175260595783412,26.62911111998943
VIS,XLP,0.008119335219800877,26.649186411738363
VNQ,VUG,0.02363394506454135,26.66729571407037
LQD,VWO,0.03251664275934736,26.668231609050444
MTUM,SHY,0.02894610128959723,26.7093400225015
VPU,XLI,0.01124939327788476,26.715659987482642
VGT,VPU,0.024557201714692486,26.73400299625325
JNK,UNG,0.022330552277725707,26.775535807008957
UNG,VPU,0.020157582508961578,26.787055384084038
UNG,XLU,0.02038121154563141,26.80813840223889
BND,XLP,0.04368076177096527,26.813553503201604
MDY,VIS,0.04217619446653651,26.84810357325828
SHY,VUG,0.01566216323704541,26.84918586166939
IVV,VPU,0.010175027780394216,26.85196630411729
HYG,XLU,0.0063874413920703,26.86025172634067
IEF,VDC,0.020152088540051086,26.861919287754738
MDY,XLU,0.013370362614317026,26.863011757957487
DIA,MDY,0.04404350841260446,26.900867257121234
MDY,XLK,0.03371015839377223,26.9346942005228
VOO,VPU,0.010360696392483663,26.944132996186813
IYR,MTUM,0.026417174986867954,26.978863540365378
BND,NVDA,0.008698048040885344,26.98778637311123
GLD,IEF,0.018870102741911556,26.996587057665977
MDY,VUG,0.025280350390169255,27.018387727991446
AGG,XLP,0.04383446611692282,27.022981662773354
IYR,XLU,0.016852557299497636,27.059668236231285
QQQ,XLI,0.03265062555734369,27.06261677251258
SLV,VEA,0.0234493829119264,27.066522443732953
SHY,XLY,0.020695913412580605,27.097558750034086
BND,UNG,0.03955054238524628,27.112725865010795
AAPL,AGG,0.026209113712643187,27.11528344752776
BND,USMV,0.03291902928879541,27.14664722811457
AGG,UNG,0.02437632778930009,27.169650226030466
IYR,VOO,0.027138930514593984,27.205610221513034
QQQ,VOO,0.04866150877660425,27.22175694631122
AAPL,BND,0.027031034011060325,27.232967245166027
IYR,VGT,0.03110717916936635,27.285651524288664
IYR,SPY,0.027590773562785838,27.30363556653135
LQD,XLF,0.02322240776717531,27.31935268887123
VNQ,VOO,0.027222618621175417,27.34337598850673
AGG,SHY,0.021991783336077365,27.345169868518234
GLD,XLI,0.013650859682208449,27.352179854341585
AAPL,TIP,0.01757201254497219,27.38663177292652
MDY,VPU,0.01412189400380692,27.395485045695803
VNQ,XLU,0.01844299670639463,27.39787694082414
BND,SHY,0.02231430485047706,27.40133926919036
AGG,NVDA,0.009463758139639438,27.403410783936067
VPU,VTI,0.013126807075827265,27.41570925117431
IEF,NVDA,0.006380198590871453,27.41797912957954
VEA,VWO,0.048439761354012525,27.427219487464125
UNG,XLY,0.028435829463395932,27.43387155084133
IWD,XLK,0.030854502375883493,27.4831530319303
IEF,XLP,0.04722044278161784,27.521985944056038
HYG,VPU,0.006612904358439824,27.541328167113306
USMV,VNQ,0.027017819342644273,27.578899438866852
VIS,XLU,0.012685456063367326,27.64345986649535
IEF,VFH,0.008876083122364176,27.64509306850983
TIP,XLP,0.04957186548960734,27.64616992013567
IYR,VPU,0.018331310753752716,27.662435751423576
IWM,VWO,0.02254170372913461,27.703163848125993
LQD,SHY,0.02932158194150626,27.70567827996429
SHY,XLU,0.024429811222974208,27.762487086331294
BND,VFH,0.036032869704465884,27.77006654224781
IWM,QQQ,0.026903244036493627,27.773504735656594
AAPL,XLU,0.04313514408567997,27.82059031095938
VDC,VTI,0.01823663098214542,27.834898862279413
IEF,USMV,0.010156256461003177,27.849382195882807
AGG,IEF,0.0019186166705493636,27.85678528731549
VDC,VOO,0.018487935634391255,27.859570290977878
IYR,VTI,0.030021549105143507,27.861884964979048
AGG,USMV,0.03418894343578055,27.865520767397044
IWD,VWO,0.034392446151857055,27.889880436058196
HYG,IWF,0.030662003803335423,27.93427481433202
MDY,XLI,0.049176200561188134,27.948371363294672
EWJ,XLK,0.021612302495275213,27.9869076584181
GDX,IEF,0.03340852025841998,27.99407987347265
VNQ,VTI,0.030087120878669573,28.00133334200483
IYR,QQQ,0.03258595591290207,28.004524119771553
VWO,XLK,0.018345148589310255,28.025174759284152
XLB,XLP,0.016854531573042748,28.057902155730837
VNQ,VPU,0.02020097064446485,28.065720822329922
IWD,SHY,0.03606202429771844,28.079823895169145
SHY,VIS,0.023641275153266573,28.09386062897375
VDC,VTV,0.018242628342983156,28.113707270404973
QUAL,VNQ,0.02287786791273372,28.139364201284735
AAPL,VPU,0.04486222261075187,28.15993690418576
HYG,UNG,0.02808677653500679,28.207983283604516
IEF,XLF,0.011268320511864799,28.225504768633638
LQD,XLY,0.024613563475089306,28.25182655674436
JNK,XLU,0.008147636315682823,28.276190447278896
DBA,VCR,0.03346977950474226,28.29693465330222
IEF,UNG,0.022366608748767933,28.317702658489512
VIS,VPU,0.013367084162984653,28.36063717387127
HYG,VUG,0.039026318480021804,28.361662022370385
AGG,VFH,0.01723136417040524,28.365251133489206
IYR,VFH,0.03513934365669127,28.39708568573291
SHY,VPU,0.026592853471403756,28.46703276628252
VCR,VDC,0.0136117947963425,28.49294390641422
SHY,VCR,0.02683021553770989,28.54992228032788
VDC,VUG,0.0217488766121968,28.565501772093018
SPY,VDC,0.015554524334980271,28.60552388240423
IYR,XLF,0.037149523501294884,28.615371927451253
QUAL,SHY,0.010563700853021335,28.622366678527932
MTUM,XLP,0.019432428659521512,28.651576478715167
HYG,XLP,0.01176340033635106,28.660414225630625
AGG,GLD,0.034896701036407914,28.737913742293728
QQQ,VWO,0.008327339015949415,28.745224547308695
JNK,XLI,0.04073843067966995,28.769926882248804
BND,XLF,0.045883046673191465,28.824711131358296
IVV,VDC,0.016175881366381383,28.9058850569352
SHY,VTV,0.03063460026819868,28.907411961238214
VAW,XLP,0.02012660460984695,28.910745011506076
DAL,IWM,0.034906310008825915,28.959263126825768
NVDA,SPY,0.024383283093941086,28.965506628515087
JNK,VPU,0.008355408066028677,28.972630818448835
JNK,XLP,0.011890927298520761,28.98847159277763
IWF,VDC,0.015323912829923137,29.07863288162611
XLB,XLE,0.04059284395964745,29.087850967855868
NVDA,VTI,0.02532601329452651,29.08984580217069
VDC,XLU,0.03995236193268482,29.12259912522742
GLD,VIS,0.01842524489579952,29.13681161899799
GDXJ,IEF,0.03918671318995686,29.144192127783214
TIP,VFH,0.019417960642404745,29.184707465002642
VGT,VWO,0.018153403831565728,29.218837113685932
VDC,VPU,0.04088743869403481,29.346495468054954
DIA,XLU,0.01638526696795684,29.373864949437934
UNG,XLE,0.03701065029842769,29.40460225389938
SPY,VTV,0.03226853272273308,29.412360827737157
IWM,VTV,0.04252399071557614,29.42078395352555
AGG,XLF,0.02353532301876234,29.426266545229446
QQQ,VDC,0.01974199072890706,29.45909569099883
DIA,MTUM,0.04223517322020269,29.47265768320334
BND,IEF,0.0012829244860083776,29.50457764303255
MSFT,UNG,0.035169005914347753,29.53297792626273
SLV,XOM,0.040282799391461545,29.599896647434754
BND,GLD,0.03936097692021063,29.611181261344477
TIP,USMV,0.04180067731389448,29.62489699798883
QUAL,XLU,0.007417090145411206,29.666064435689695
SHY,VWO,0.04464470032080018,29.679362107183685
UNG,VDE,0.03864068889334835,29.67986893049318
USMV,XLP,0.010002689579529742,29.73963435334715
VDC,VGT,0.032021276690023824,29.750585627750258
NVDA,VOO,0.02754899112799857,29.876088029731644
SHY,VGT,0.04649829482086038,29.884099186414968
UNG,XOM,0.03529510691545182,29.909058082705542
VNQ,VTV,0.040459399343612056,29.91789919618923
DIA,VPU,0.0168843737021925,29.951826650845113
DBA,QUAL,0.0364350607488377,29.96101297118483
VDC,VFH,0.03307258728636164,29.9615725046177
